Depth (ft),Core,Mg,Al,Si,P,S,K,Ca,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,As,Se,Rb,Sr,Y,Zr,Nb,Mo,Ag,Cd,Sn,Sb,W,Hg,Pb,Bi,Th,U,LE
7996,15,2.05,7.24,30.31,0.0444,1.9248,2.1699,2.59,0.4013,0.0282,0.0134,0.0221,2.4151,ND,0.0053,0.0031,0.0019,0.0012,0.0012,0.0088,0.0224,0.0022,0.0220,0.0021,0.0013,ND,ND,ND,ND,0.0011,ND,0.0012,ND,0.0011,ND,50.71
7997,15,1.49,5.64,27.48,0.1043,1.2093,1.6145,7.73,0.3754,0.0385,0.0184,0.0266,2.2940,ND,0.0039,0.0030,0.0017,0.0010,0.0009,0.0076,0.0373,0.0040,0.0204,0.0019,0.0006,ND,ND,ND,ND,ND,ND,0.0014,ND,0.0010,ND,51.89
7997,15,1.71,5.36,31.98,ND,1.3961,1.5676,3.84,0.3901,0.0244,0.0099,0.0224,2.2558,ND,0.0035,0.0023,0.0014,0.0009,0.0007,0.0070,0.0236,0.0025,0.0237,0.0022,0.0009,ND,ND,ND,ND,ND,ND,0.0011,ND,0.0011,ND,51.38
7998,15,1.82,6.32,30.00,ND,1.9138,1.8465,3.78,0.3513,0.0367,0.0105,0.0266,2.5448,ND,0.0036,0.0028,0.0951,0.0012,0.0007,0.0079,0.0235,0.0023,0.0183,0.0021,0.0007,ND,ND,ND,ND,0.0019,ND,0.0014,ND,ND,ND,51.19
7998,15,2.07,6.57,26.97,ND,1.7089,1.9505,5.44,0.3863,0.0336,0.0163,0.0227,2.7882,ND,0.0053,0.0025,0.0016,0.0011,0.0011,0.0084,0.0233,0.0028,0.0183,0.0022,0.0013,ND,ND,ND,ND,ND,0.0005,0.0013,ND,ND,0.0006,51.98
7999,15,1.83,6.76,31.09,ND,2.0243,2.0991,2.16,0.3989,0.0409,0.0106,0.0204,2.5766,ND,0.0066,0.0032,0.0013,0.0011,0.0011,0.0089,0.0212,0.0023,0.0212,0.0024,0.0010,ND,ND,ND,ND,0.0011,ND,0.0010,ND,0.0010,ND,50.92
7999,15,1.62,5.72,27.01,ND,1.4420,1.7192,7.19,0.3761,0.0324,0.0159,0.0274,2.7051,ND,0.0045,0.0028,0.0014,0.0010,0.0008,0.0078,0.0263,0.0029,0.0196,0.0020,0.0008,ND,ND,ND,ND,ND,ND,0.0014,ND,ND,ND,52.06
8000,15,1.80,6.07,25.94,0.0427,1.3321,1.8960,8.15,0.3890,0.0357,0.0172,0.0261,2.7450,ND,0.0055,0.0027,0.0016,0.0009,0.0011,0.0089,0.0276,0.0031,0.0166,0.0024,0.0005,ND,ND,ND,ND,ND,ND,0.0018,ND,ND,ND,51.47
8000,15,1.79,6.73,30.33,ND,1.5736,1.9754,3.15,0.3914,0.0328,0.0099,0.0263,2.2436,ND,0.0035,0.0024,0.0018,0.0009,0.0006,0.0083,0.0236,0.0024,0.0212,0.0021,ND,ND,ND,ND,ND,ND,ND,0.0011,ND,ND,ND,51.68
8001,15,1.62,6.35,31.06,ND,1.0327,1.9846,3.05,0.4306,0.0368,0.0122,0.0246,2.3868,ND,0.0044,0.0027,0.0015,0.0010,0.0008,0.0089,0.0218,0.0027,0.0229,0.0024,ND,ND,ND,ND,ND,ND,ND,0.0013,ND,0.0010,ND,51.94
8001,15,1.65,6.75,27.85,0.4142,1.7785,2.0966,5.50,0.4248,0.0432,0.0195,0.0280,2.9897,ND,0.0070,0.0033,0.0019,0.0011,0.0012,0.0093,0.0261,0.0064,0.0194,0.0026,0.0005,ND,ND,ND,ND,ND,0.0005,0.0013,ND,ND,0.0009,50.38
8002,15,2.02,7.16,31.16,ND,1.4758,2.2905,1.33,0.4530,0.0271,0.0093,0.0211,2.6877,ND,0.0045,0.0031,0.0019,0.0013,0.0006,0.0103,0.0178,0.0023,0.0231,0.0024,0.0004,ND,ND,ND,ND,ND,0.0005,0.0014,ND,0.0014,ND,51.30
8002,15,1.53,7.14,32.11,ND,1.3766,2.3096,1.45,0.4510,0.0341,0.0108,0.0219,2.3619,ND,0.0026,0.0030,0.0019,0.0010,0.0004,0.0101,0.0205,0.0023,0.0243,0.0026,ND,ND,ND,ND,ND,ND,ND,0.0010,ND,0.0011,ND,51.13
8003,15,2.04,6.38,29.37,0.0991,1.7309,1.9158,4.56,0.4493,0.0196,0.0160,0.0237,2.8945,ND,0.0048,0.0029,0.0019,0.0010,0.0009,0.0088,0.0230,0.0033,0.0219,0.0023,0.0006,ND,ND,ND,ND,ND,ND,0.0017,ND,ND,ND,50.42
8003,15,1.72,6.13,29.14,ND,1.8243,1.8700,3.71,0.3906,0.0342,0.0102,0.0251,2.2808,ND,0.0053,0.0030,0.0017,0.0009,0.0008,0.0085,0.0252,0.0024,0.0212,0.0021,0.0004,ND,ND,ND,ND,ND,ND,0.0013,ND,ND,ND,52.79
8004,15,1.99,6.24,31.59,ND,1.5678,1.8445,2.69,0.3966,0.0298,0.0099,0.0210,2.1681,ND,0.0039,0.0023,0.0014,0.0010,0.0007,0.0081,0.0261,0.0021,0.0215,0.0020,0.0003,ND,ND,ND,ND,ND,ND,0.0009,ND,0.0014,ND,51.38
8004,15,1.59,6.11,31.68,ND,1.5846,1.7732,3.11,0.3707,0.0346,0.0093,0.0227,1.9923,ND,0.0027,0.0027,0.0016,0.0007,0.0005,0.0075,0.0318,0.0022,0.0241,0.0019,ND,ND,ND,ND,ND,ND,0.0005,0.0010,ND,ND,ND,51.65
8005,15,1.71,5.90,25.00,0.3128,1.7465,1.8679,8.93,0.4089,0.0288,0.0185,0.0300,3.0170,ND,0.0070,0.0037,0.0016,0.0012,0.0010,0.0093,0.0306,0.0048,0.0170,0.0021,ND,ND,ND,ND,ND,ND,0.0006,0.0017,ND,ND,ND,50.93
8005,15,1.84,6.18,31.55,ND,1.0115,1.9260,2.93,0.4215,0.0223,0.0159,0.0239,2.2245,ND,0.0030,0.0028,0.0017,0.0009,0.0006,0.0089,0.0217,0.0023,0.0239,0.0023,ND,ND,ND,ND,ND,ND,ND,0.0013,ND,0.0014,ND,51.78
8006,15,1.67,5.92,31.55,ND,1.4065,1.8171,3.03,0.3618,0.0310,0.0135,0.0219,2.1534,ND,0.0044,0.0032,0.0016,0.0008,0.0007,0.0080,0.0275,0.0020,0.0219,0.0023,0.0008,ND,ND,ND,ND,ND,ND,0.0012,ND,0.0011,0.0006,51.94
8006,15,1.80,6.27,31.39,ND,1.4131,1.9013,3.30,0.3655,0.0308,0.0128,0.0226,2.2333,ND,0.0039,0.0029,0.0016,0.0008,0.0008,0.0077,0.0269,0.0021,0.0213,0.0018,0.0006,ND,ND,ND,ND,ND,ND,0.0015,ND,ND,ND,51.19
8007,15,1.76,6.74,30.64,ND,2.3239,2.0031,2.70,0.3997,0.0273,0.0138,0.0226,2.2849,ND,0.0043,0.0029,0.0016,0.0008,0.0007,0.0086,0.0251,0.0023,0.0227,0.0019,0.0003,ND,ND,ND,ND,ND,0.0004,0.0013,ND,ND,ND,51.01
8007,15,1.51,6.30,31.85,ND,1.4673,1.8916,2.57,0.4061,0.0298,0.0098,0.0203,2.1134,ND,0.0031,0.0029,0.0011,0.0011,0.0006,0.0078,0.0291,0.0024,0.0243,0.0021,ND,ND,ND,ND,ND,ND,ND,0.0011,ND,0.0011,ND,51.75
8008,15,1.99,5.37,30.74,0.0552,1.6753,1.6445,4.11,0.3492,0.0327,0.0114,0.0269,1.9730,ND,0.0028,0.0026,0.0010,0.0007,0.0006,0.0077,0.0244,0.0028,0.0179,0.0019,ND,ND,ND,ND,ND,ND,ND,0.0010,ND,0.0011,ND,51.95
8008,15,1.84,6.53,29.33,ND,1.5938,2.1005,3.88,0.4121,0.0299,0.0159,0.0223,2.5876,ND,0.0061,0.0031,0.0017,0.0011,0.0011,0.0093,0.0212,0.0025,0.0186,0.0021,0.0009,ND,ND,ND,ND,ND,ND,0.0015,ND,0.0013,ND,51.58
8009,15,1.67,6.42,32.14,ND,1.7154,2.0812,2.18,0.3904,0.0451,0.0138,0.0196,2.2581,ND,0.0051,0.0031,0.0015,0.0009,0.0011,0.0091,0.0248,0.0022,0.0207,0.0024,0.0015,ND,ND,ND,ND,ND,ND,0.0013,ND,0.0012,ND,51.00
8009,15,1.90,6.67,31.99,ND,1.4746,2.0635,2.06,0.4184,0.0364,0.0129,0.0192,2.2467,ND,0.0072,0.0036,0.0015,0.0008,0.0012,0.0091,0.0201,0.0022,0.0242,0.0024,0.0013,ND,ND,ND,ND,0.0010,ND,0.0013,ND,0.0013,0.0005,51.03
8010,15,1.81,5.26,31.08,ND,1.8451,1.5913,3.71,0.3873,0.0258,0.0094,0.0223,2.0207,ND,0.0035,0.0025,0.0012,0.0009,0.0005,0.0075,0.0294,0.0018,0.0224,0.0020,0.0005,ND,ND,ND,ND,ND,ND,0.0010,ND,ND,ND,52.17
8010,15,3.34,3.83,24.03,ND,0.6203,0.8480,11.26,0.2579,0.0243,0.0081,0.0530,3.3726,ND,ND,0.0025,0.0010,0.0005,0.0002,0.0044,0.0354,0.0020,0.0138,0.0012,ND,ND,ND,ND,ND,ND,ND,0.0007,ND,ND,ND,52.29
8011,15,2.99,4.60,22.75,ND,0.8057,1.1389,10.90,0.2989,0.0291,0.0073,0.0657,3.9176,ND,ND,0.0026,0.0008,0.0005,0.0002,0.0053,0.0237,0.0019,0.0188,0.0015,ND,ND,ND,ND,ND,ND,ND,0.0009,ND,ND,ND,52.43
8011,15,2.61,3.04,20.46,0.0620,1.1231,0.5436,16.80,0.2195,0.0187,0.0061,0.0584,3.7981,ND,0.0020,0.0019,0.0013,0.0006,0.0003,0.0030,0.0665,0.0025,0.0171,0.0012,ND,ND,ND,ND,ND,ND,ND,0.0011,ND,ND,ND,51.16
8012,15,2.48,5.48,25.09,ND,1.0857,1.5231,7.98,0.3154,0.0189,0.0064,0.0432,3.1989,ND,0.0027,0.0025,0.0014,0.0008,0.0002,0.0065,0.0244,0.0018,0.0160,0.0017,ND,ND,ND,ND,ND,ND,ND,0.0008,ND,0.0012,ND,52.72
8012,15,3.10,5.68,23.50,0.0525,1.3103,1.3201,9.63,0.2784,0.0254,0.0072,0.0631,3.7419,ND,0.0018,0.0019,0.0008,0.0008,0.0003,0.0051,0.0227,0.0019,0.0167,0.0012,ND,ND,ND,ND,ND,ND,ND,0.0005,ND,ND,ND,51.24
8013,15,2.67,5.06,24.69,ND,0.9119,1.2584,9.04,0.3092,0.0191,0.0063,0.0557,3.3571,ND,0.0023,0.0023,0.0013,0.0005,0.0004,0.0063,0.0230,0.0019,0.0191,0.0013,ND,ND,ND,ND,ND,ND,ND,0.0010,ND,ND,ND,52.56
8013,15,1.88,5.52,33.32,ND,0.9979,1.7609,1.90,0.4072,0.0260,0.0100,0.0275,2.0552,ND,0.0022,0.0021,0.0015,0.0005,0.0004,0.0073,0.0224,0.0021,0.0219,0.0021,ND,ND,ND,ND,ND,ND,ND,0,ND,ND,0,52.03
8014,15,1.42,6.50,34.81,ND,1.3956,2.1382,0.60,0.4470,0.0322,0.0108,0.0183,2.1807,ND,0.0031,0.0030,0.0018,0.0008,0.0006,0.0086,0.0210,0.0023,0.0235,0.0020,ND,ND,ND,ND,ND,ND,0.0005,0.0011,ND,0.0013,ND,50.38
8014,15,1.99,7.10,33.35,ND,0.9029,2.3117,1.39,0.4464,0.0241,0.0130,0.0243,2.2258,ND,0.0045,0.0030,0.0020,0.0008,0.0007,0.0100,0.0179,0.0022,0.0224,0.0025,ND,ND,ND,ND,ND,ND,ND,0.0012,ND,0.0010,ND,50.16
8015,15,1.64,7.62,32.65,ND,1.6987,2.5629,ND,0.4591,0.0280,0.0131,0.0165,2.2956,ND,0.0050,0.0034,0.0017,0.0007,0.0008,0.0100,0.0164,0.0023,0.0209,0.0025,ND,ND,ND,ND,ND,ND,0.0006,0.0012,ND,0.0013,ND,50.95
8015,15,1.83,6.73,31.37,ND,1.3749,2.1859,2.59,0.4195,0.0387,0.0156,0.0264,2.4342,ND,0.0051,0.0027,0.0014,0.0007,0.0010,0.0088,0.0216,0.0030,0.0202,0.0021,ND,ND,ND,ND,ND,0.0012,0.0005,0.0012,ND,0.0010,0.0005,50.90
8016,15,1.86,6.25,32.12,ND,0.8240,1.9744,2.86,0.4104,0.0359,0.0105,0.0268,2.1939,ND,0.0026,0.0029,0.0018,0.0009,0.0006,0.0086,0.0196,0.0024,0.0215,0.0019,ND,ND,ND,ND,ND,ND,ND,0.0012,ND,ND,ND,51.37
8016,15,1.73,6.03,33.13,ND,1.2074,2.0014,2.45,0.3800,0.0369,0.0140,0.0229,2.1861,ND,0.0040,0.0025,0.0015,0.0007,0.0007,0.0084,0.0210,0.0023,0.0201,0.0021,0.0005,ND,ND,ND,ND,ND,ND,0.0011,ND,ND,ND,50.76
8017,15,1.69,5.62,31.26,ND,1.4065,1.6983,4.05,0.3675,0.0174,0.0139,0.0254,2.3090,ND,0.0029,0.0027,0.0021,0.0011,0.0005,0.0074,0.0212,0.0022,0.0179,0.0018,0.0005,ND,ND,ND,ND,ND,0.0005,0.0012,ND,0.0009,ND,51.47
8017,15,1.82,6.46,28.88,0.0972,1.2468,2.0825,5.75,0.4270,0.0395,0.0172,0.0273,2.4429,ND,0.0051,0.0031,0.0017,0.0011,0.0011,0.0089,0.0249,0.0034,0.0193,0.0019,0.0005,ND,ND,ND,ND,ND,ND,0.0015,ND,0.0010,0.0009,50.64
8018,15,1.70,6.25,30.35,0.0721,1.1766,2.0165,4.54,0.4098,0.0348,0.0161,0.0219,2.3094,ND,0.0046,0.0033,0.0014,0.0010,0.0009,0.0091,0.0220,0.0033,0.0189,0.0021,0.0005,ND,ND,ND,ND,ND,ND,0.0014,ND,ND,ND,51.04
8018,15,1.72,6.40,29.33,ND,2.3383,1.9732,2.55,0.3710,0.0351,0.0109,0.0224,2.3114,ND,0.0048,0.0026,0.0018,0.0009,0.0011,0.0083,0.0201,0.0022,0.0195,0.0020,0.0016,ND,ND,ND,ND,ND,0.0004,0.0012,ND,0.0010,ND,52.86
8019,15,1.72,6.47,29.13,ND,2.4180,2.0748,2.81,0.4275,0.0309,0.0131,0.0221,2.3910,ND,0.0062,0.0033,0.0016,0.0009,0.0012,0.0092,0.0203,0.0024,0.0219,0.0023,0.0009,ND,ND,ND,ND,ND,ND,0.0012,ND,ND,0.0005,52.42
8019,15,1.74,5.63,30.71,ND,1.1483,1.7812,5.60,0.3878,0.0287,0.0139,0.0236,2.3143,ND,0.0043,0.0023,0.0013,0.0009,0.0007,0.0082,0.0234,0.0029,0.0211,0.0022,ND,ND,ND,ND,ND,0.0011,ND,0.0012,ND,ND,ND,50.55
8020,15,2.74,4.90,24.06,ND,1.3514,1.3735,9.52,0.2923,0.0295,0.0122,0.0520,3.5764,ND,0.0035,0.0030,0.0018,0.0008,0.0006,0.0065,0.0237,0.0027,0.0154,0.0015,0.0010,ND,ND,ND,ND,ND,0.0005,0.0010,ND,0.0012,ND,52.03
8020,15,1.62,6.38,30.14,0.0234,1.3269,2.0343,4.51,0.4219,0.0295,0.0121,0.0238,2.4308,ND,0.0065,0.0021,0.0021,0.0010,0.0009,0.0091,0.0210,0.0032,0.0213,0.0020,ND,ND,ND,ND,ND,ND,ND,0.0013,ND,ND,0.0005,50.97
8021,15,1.93,6.17,31.24,ND,1.3945,1.9649,4.00,0.4398,0.0271,0.0125,0.0235,2.1742,ND,0.0040,0.0028,0.0016,0.0009,0.0007,0.0086,0.0194,0.0029,0.0242,0.0023,ND,ND,ND,ND,ND,0.0012,ND,0.0013,ND,ND,0.0005,50.57
8021,15,2.37,5.29,23.01,ND,1.6989,1.4219,9.39,0.3234,0.0245,0.0112,0.0596,3.7925,ND,0.0031,0.0030,0.0015,0.0008,0.0006,0.0064,0.0210,0.0021,0.0191,0.0015,0.0008,ND,ND,ND,ND,ND,ND,0.0011,ND,ND,ND,52.54
8022,15,2.82,4.14,22.45,ND,0.8862,1.1190,11.08,0.3217,0.0201,0.0084,0.0675,3.8672,ND,0.0026,0.0020,0.0015,0.0010,0.0005,0.0058,0.0217,0.0018,0.0168,0.0014,0.0004,ND,ND,ND,ND,ND,ND,0.0009,ND,0.0013,ND,53.16
8022,15,1.94,5.65,29.28,ND,1.5110,1.7438,5.18,0.3664,0.0219,0.0117,0.0306,2.5719,ND,0.0044,0.0029,0.0016,0.0009,0.0008,0.0079,0.0183,0.0021,0.0221,0.0020,0.0005,ND,ND,ND,ND,ND,ND,0.0011,ND,0.0013,ND,51.63
8023,15,1.53,5.39,26.56,0.1727,1.1659,1.6310,9.24,0.3819,0.0320,0.0187,0.0241,2.3606,ND,0.0048,0.0031,0.0018,0.0011,0.0011,0.0077,0.0323,0.0037,0.0198,0.0016,0.0004,ND,ND,ND,ND,ND,ND,0.0012,ND,ND,ND,51.42
8023,15,1.98,4.60,25.28,0.2159,2.6668,1.0860,8.54,0.2952,0.0155,0.0084,0.0310,2.2216,ND,0.0021,0.0017,0.0017,0.0007,0.0004,0.0044,0.0334,0.0034,0.0172,0.0014,ND,ND,ND,ND,ND,ND,ND,0.0005,ND,0.0013,ND,52.99
8024,15,2.28,4.58,27.56,ND,1.0874,1.3680,6.98,0.3572,0.0161,0.0091,0.0337,2.9864,ND,0.0036,0.0025,0.0012,0.0007,0.0006,0.0067,0.0201,0.0023,0.0202,0.0019,0.0011,ND,ND,ND,ND,ND,0.0006,0.0009,ND,ND,ND,52.67
8024,15,1.97,4.55,28.50,ND,1.0771,1.2119,7.80,0.3277,0.0224,0.0089,0.0397,3.0477,ND,0.0018,0.0022,0.0009,0.0011,0.0003,0.0057,0.0228,0.0022,0.0187,0.0015,ND,ND,ND,ND,ND,ND,ND,0.0008,ND,ND,ND,51.40
8025,15,1.96,5.58,31.81,ND,1.3692,1.7376,3.80,0.3752,0.0285,0.0088,0.0310,2.3473,ND,0.0025,0.0025,0.0013,0.0011,0.0005,0.0076,0.0189,0.0024,0.0206,0.0021,ND,ND,ND,ND,ND,ND,ND,0.0011,ND,ND,ND,50.89
8025,15,1.77,6.32,30.25,ND,2.3722,1.9704,2.71,0.3943,0.0335,0.0106,0.0229,2.5864,ND,0.0051,0.0031,0.0015,0.0013,0.0010,0.0079,0.0181,0.0022,0.0210,0.0019,0.0007,ND,ND,0.0027,ND,ND,ND,0.0011,ND,0.0013,ND,51.49
8026,15,1.32,6.44,32.80,ND,2.2567,2.2076,0.88,0.4131,0.0480,0.0120,0.0197,2.6255,ND,0.0058,0.0035,0.0015,0.0013,0.0013,0.0090,0.0167,0.0019,0.0216,0.0022,0.0015,ND,ND,ND,ND,0.0011,ND,0.0015,ND,0.0013,ND,50.90
8026,15,1.78,6.31,30.60,ND,2.2579,2.0858,2.64,0.3789,0.0448,0.0151,0.0192,2.7215,ND,0.0098,0.0038,0.0017,0.0015,0.0024,0.0096,0.0163,0.0021,0.0204,0.0022,0.0036,ND,ND,ND,ND,ND,0.0007,0.0017,ND,0.0013,0.0008,51.07
8027,15,1.68,7.08,28.94,0.1643,1.5080,2.4334,4.08,0.4057,0.0418,0.0261,0.0194,3.1433,ND,0.0090,0.0038,0.0039,0.0017,0.0024,0.0113,0.0217,0.0036,0.0171,0.0025,0.0007,ND,ND,ND,ND,ND,ND,0.0014,ND,0.0012,0.0009,50.40
8027,15,1.59,6.69,32.81,ND,2.0768,2.3682,0.61,0.4119,0.0403,0.0199,0.0146,3.0461,ND,0.0088,0.0042,0.0092,0.0015,0.0018,0.0110,0.0113,0.0017,0.0180,0.0022,0.0008,ND,ND,ND,ND,ND,0.0007,0.0014,ND,0.0010,ND,50.25
8028,15,1.79,5.29,28.28,0.0537,1.4734,1.6944,7.10,0.3477,0.0591,0.0351,0.0173,2.8727,ND,0.0119,0.0045,0.0063,0.0015,0.0040,0.0084,0.0251,0.0027,0.0143,0.0019,0.0028,ND,ND,ND,ND,ND,0.0005,0.0014,ND,0.0014,0.0021,50.90
8028,15,1.30,6.65,32.16,ND,1.3903,2.4436,ND,0.4364,0.0503,0.0237,0.0118,2.7404,ND,0.0083,0.0037,0.0478,0.0009,0.0015,0.0122,0.0089,0.0016,0.0200,0.0027,0.0008,ND,ND,ND,ND,0.0017,ND,0.0017,ND,ND,0.0006,52.68
8029,15,1.41,6.50,33.71,ND,1.5481,2.2612,1.02,0.3915,0.0518,0.0266,0.0167,2.7398,ND,0.0123,0.0051,0.0048,0.0014,0.0030,0.0100,0.0136,0.0018,0.0174,0.0020,0.0025,ND,ND,ND,ND,ND,ND,0.0012,ND,0.0012,0.0005,50.24
8029,15,1.27,6.15,34.82,ND,1.2931,2.1377,ND,0.4283,0.0429,0.0160,0.0121,2.4597,ND,0.0064,0.0040,0.0205,0.0013,0.0015,0.0105,0.0158,0.0014,0.0222,0.0023,0.0008,ND,ND,ND,ND,ND,0.0005,0.0011,ND,0.0012,ND,51.28
8030,15,1.35,6.46,34.92,ND,1.9099,2.1937,ND,0.3783,0.0323,0.0139,0.0120,2.6975,ND,0.0063,0.0034,0.0113,0.0010,0.0010,0.0101,0.0162,0.0014,0.0179,0.0020,0.0007,ND,ND,ND,ND,0.0014,0.0006,0.0015,ND,0.0013,ND,49.96
8030,15,1.44,6.73,30.04,ND,2.2023,2.1575,2.01,0.3843,0.0555,0.0262,0.0133,2.9509,ND,0.0114,0.0048,0.0106,0.0012,0.0028,0.0108,0.0151,0.0016,0.0190,0.0022,0.0025,ND,ND,ND,ND,ND,0.0006,0.0016,ND,0.0010,ND,51.90
8031,15,ND,0.59,8.34,0.0364,0.5364,ND,36.54,0.0766,0.0217,ND,0.0343,1.3164,ND,ND,ND,0.0013,0.0009,0.0003,ND,0.3001,0.0019,0.0079,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.0042,ND,52.20
8031,15,1.42,1.30,6.77,ND,0.8016,0.0434,39.14,0.1085,0.0356,ND,0.0321,1.4477,ND,ND,0.0016,0.0034,0.0010,0.0004,ND,0.2293,0.0016,0.0043,ND,ND,ND,ND,ND,ND,ND,0.0006,ND,ND,0.0032,ND,48.65
8032,15,1.75,5.53,28.34,0.0293,2.4539,1.7448,5.13,0.3332,0.0410,0.0200,0.0159,4.0535,ND,0.0107,0.0051,0.0057,0.0026,0.0027,0.0090,0.0194,0.0021,0.0158,0.0023,0.0010,ND,ND,ND,ND,ND,0.0006,0.0012,ND,ND,0.0008,50.48
8032,15,1.49,6.25,33.43,ND,1.5303,2.0080,1.34,0.3871,0.0327,0.0096,0.0177,2.3481,ND,0.0036,0.0024,0.0036,0.0009,0.0005,0.0095,0.0136,0.0014,0.0207,0.0022,ND,ND,ND,ND,ND,0.0014,ND,0.0009,ND,0.0012,ND,51.09
8033,15,1.50,6.04,35.43,ND,1.7274,2.0020,0.75,0.3593,0.0274,0.0174,0.0174,2.7789,ND,0.0060,0.0026,0.0157,0.0014,0.0010,0.0093,0.0126,0.0014,0.0177,0.0023,0.0005,ND,ND,ND,ND,ND,ND,0.0015,ND,0.0010,ND,49.27
8033,15,1.58,6.50,31.97,ND,1.8962,2.1694,1.93,0.3996,0.0579,0.0287,0.0143,2.9799,ND,0.0122,0.0071,0.0237,0.0014,0.0029,0.0102,0.0141,0.0019,0.0180,0.0020,0.0024,ND,ND,ND,ND,0.0013,ND,0.0017,ND,ND,0.0010,50.38
8034,15,1.25,1.42,11.71,0.2369,0.8139,0.1778,31.59,0.1033,0.0339,0.0092,0.0276,1.5865,ND,0.0029,0.0023,0.4522,0.0013,0.0016,0.0011,0.2017,0.0042,0.0097,ND,0.0006,ND,0.0067,ND,ND,ND,ND,ND,ND,0.0038,0.0016,50.36
8034,15,1.82,3.19,21.09,0.1394,1.0128,0.8141,17.72,0.2455,0.0343,0.0196,0.0240,2.1714,ND,0.0061,0.0027,0.0043,0.0008,0.0018,0.0046,0.0518,0.0033,0.0115,0.0013,0.0007,ND,ND,ND,ND,ND,ND,0.0013,ND,ND,0.0007,51.63
8035,15,2.12,2.98,23.69,0.2594,1.1385,0.6465,15.87,0.2304,0.0229,0.0125,0.0229,2.2047,ND,0.0058,0.0022,0.0045,0.0011,0.0011,0.0044,0.0661,0.0040,0.0117,0.0012,0.0006,ND,ND,ND,ND,ND,ND,0.0005,ND,ND,0.0009,50.69
8035,15,1.71,5.86,32.58,ND,1.7838,1.8847,1.50,0.3979,0.0407,0.0087,0.0155,2.9159,ND,0.0057,0.0043,0.0044,0.0013,0.0006,0.0095,0.0155,0.0020,0.0185,0.0020,0.0004,ND,ND,ND,ND,0.0012,ND,0.0011,ND,0.0013,ND,51.23
8036,15,1.79,6.66,32.24,ND,2.0308,2.3038,1.32,0.4383,0.0413,0.0190,0.0204,3.2046,ND,0.0067,0.0038,0.0043,0.0017,0.0014,0.0115,0.0153,0.0021,0.0203,0.0025,0.0011,ND,ND,ND,ND,0.0012,0.0006,0.0016,ND,0.0011,ND,49.86
8036,15,1.62,5.02,27.99,ND,1.4240,1.4745,8.51,0.3275,0.0420,0.0184,0.0234,2.7509,ND,0.0065,0.0027,0.0020,0.0014,0.0018,0.0073,0.0474,0.0027,0.0168,0.0020,0.0009,ND,ND,ND,ND,0.0012,ND,0.0013,ND,0.0013,ND,50.70
8037,15,1.60,6.38,29.60,0.2371,1.8118,2.1564,2.74,0.3957,0.0701,0.0277,0.0155,3.1981,ND,0.0126,0.0055,0.0129,0.0015,0.0032,0.0102,0.0183,0.0027,0.0194,0.0022,0.0032,ND,ND,ND,ND,0.0013,ND,0.0012,ND,0.0012,0.0014,51.66
8037,15,1.75,6.64,30.74,ND,1.6234,2.1580,2.19,0.4164,0.0625,0.0237,0.0156,2.9730,ND,0.0112,0.0046,0.0247,0.0017,0.0030,0.0103,0.0178,0.0022,0.0223,0.0024,0.0032,ND,ND,ND,ND,0.0015,0.0005,0.0013,ND,0.0014,0.0017,51.31
8038,15,1.79,6.53,30.99,ND,1.4266,2.1613,3.03,0.4143,0.0652,0.0226,0.0173,2.8063,ND,0.0125,0.0057,0.0294,0.0014,0.0026,0.0103,0.0197,0.0025,0.0203,0.0020,0.0036,ND,ND,ND,ND,0.0016,0.0006,0.0016,ND,0.0011,0.0016,50.63
8038,15,0.92,3.13,24.73,0.1199,1.5184,0.7269,13.81,0.2728,0.0338,0.0105,0.0214,2.6257,ND,0.0052,0.0019,0.0030,0.0012,0.0011,0.0045,0.0634,0.0033,0.0142,0.0012,0.0008,ND,ND,ND,ND,ND,0.0005,0.0010,ND,0.0012,0.0010,51.98
8039,15,1.74,6.94,33.59,ND,1.5076,2.3646,0.58,0.4275,0.0435,0.0158,0.0146,2.6705,ND,0.0055,0.0032,0.0245,0.0011,0.0012,0.0109,0.0205,0.0016,0.0232,0.0023,0.0006,ND,ND,ND,ND,0.0015,ND,0.0014,ND,ND,ND,50.01
8039,15,1.59,6.72,30.10,ND,1.1374,2.2815,2.22,0.4290,0.0552,0.0340,0.0151,2.3854,ND,0.0107,0.0051,0.0092,0.0012,0.0030,0.0108,0.0174,0.0018,0.0219,0.0023,0.0012,ND,ND,ND,ND,ND,ND,0.0011,ND,0.0009,ND,52.94
8040,15,1.63,1.26,11.95,0.0608,0.5923,0.1038,30.89,0.1774,0.0436,0.0070,0.0332,1.3753,ND,ND,0.0010,0.0012,0.0007,0.0008,0.0010,0.2724,0.0026,0.0125,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.0025,ND,51.58
8040,15,1.42,5.26,26.28,0.2115,1.9113,1.5868,7.07,0.3773,0.0379,0.0206,0.0198,2.4932,ND,0.0104,0.0040,0.0012,0.0009,0.0024,0.0084,0.0234,0.0030,0.0222,0.0021,0.0007,ND,ND,ND,ND,0.0015,ND,0.0013,ND,ND,0.0007,53.23
